,Unnamed: 0,Unnamed: 0.1,Review_ID,URL,Brand,Variety,Style,Country,Stars,Top Ten,Blurb
1604,1604,1604,1869.0,https://www.theramenrater.com/2015/12/19/36761/,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,,"Finished (click to enlarge). Added spring onion, Salad Cosmo mung bean sprouts, Shirakiku kizami shoga, mayonnaise and bbq pork. The noodles seemed to be a little on the squishy side, a little more than I prefer. The flavor is your basic yakisoba just with a hit of spiciness. Not enough to make your mouth catch fire, but a nice little taste. 3.5 out of 5.0 stars. EAN bar code 5997523324292."
1605,1605,1605,1868.0,https://www.theramenrater.com/2015/12/18/1868-marutai-kuroma-yu-tonkotsu-kumamoto-ramen/,Marutai,Kuroma-yu Tonkotsu Kumamoto Ramen,Bowl,Japan,4,,Finished (click to enlarge). Added spring onion and bbq pork. The noodles hydrated well. They were on the lighter and thinner side but pretty good. The broth was very nice – a tasty tonkotsu with some nice garlicky notes to it – a good bowl. 4.0 out of 5.0 stars. JAN bar code 4902702004217.
1606,1606,1606,1867.0,https://www.theramenrater.com/2015/12/18/1867-yum-yum-premier-bowl-instant-noodles-stewed-pork-flavour/,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4,,Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and coriander. The noodles hydrated very well in the three minutes allotted. They are thin and of decent quality. The broth has a nice pork taste – like stewed pork! A bit of spiciness too. The retort pouch’s content was very good – nice pieces of stewed pork (not fake but real) and nice pieces of mushroom. A nice bowl of noodles! 4.0 out of 5.0 stars. EAN bar code 8850250004301.
1607,1607,1607,1866.0,https://www.theramenrater.com/2015/12/17/1866-mykuali-penang-spicy-prawn/,MyKuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5,,"Finished (click to enlarge). Added Northwest Tofu tofu puff, Salad Cosmo mung bean sprouts, coriander, shrimp, hard boiled egg and pork. The noodles come out nice and plump – excellent stuff! The broth is just extravagant; it’s prawn flavor is sweet and deep – it’s like dying and going to prawn heaven! Along with a good heat, the broth has the oiliness and thickness that you’ll also find in Penang, Malaysia from hawker stalls. To top things off are the fried onion, which I think just brings the whole thing to a crescendo. Masterful and elegant. 5.0 out of 5.0 stars. EAN bar code 9555655005265."
1608,1608,1608,1865.0,https://www.theramenrater.com/2015/12/16/1865-mama-shrimp-tom-yum-flavour-cup-noodles/,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,,"Finished (click to enlarge). Added coriander, lime and shrimp. The noodles hydrated decently in 3 minutes – good gauge and chew. The broth was interesting; I detected the standard spicy and lemongrass notes, but there was an underlying smokiness I’d not experienced before in a tom yum. 3.5 out of 5.0 stars.  EAN bar code 9510412609."
1609,1609,1609,1864.0,https://www.theramenrater.com/2015/12/15/1864-nissin-raoh-ramen-noodle-soup-umami-tonkotsu-flavor/,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5,,"Finished (click to enlarge). Added hard boiled egg, ito togarashi, spring onion and pork. The noodles are very nice in these – good chew and gauge – very premium. The broth was a luscious mess of wonderful – creamy and very hearty. A very tasty treat – and even though it doesn’t contain pork, it’s a really decent tonkotsu. 5.0 out of 5.0 stars. UPC bar code 070662500033."
1610,1610,1610,1863.0,https://www.theramenrater.com/2015/12/14/1863-sichuan-baijia-broad-noodle-pickled-vegetable-artificial-beef-flavor/,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0,,"Finished (click to enlarge). Added some beef. The broad noodles hydrated very well. They have a good chew to them and were easily navigable. Good quantity too. The flavor was hideous. I am thoroughly bummed about this, too. The saltiness was off the charts – inedible! I also noticed that the sodium contents was 3,120mg according to the package – 155% of daily value. Yikes. It hurt to eat. 0.0 out of 5.0 stars. EAN bar code 6926410320900."
1611,1611,1611,1862.0,https://www.theramenrater.com/2015/12/13/1862-ibumie-always-mi-goreng-asli/,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,,"Finished (click to enlarge). Added shrimp and a fried egg. The noodles cooked up nicely – good chew, good quantity. The flavor is a very standard mi goreng; a sweet and slightly spicy variant. Missed the fried onion. 3.75 out of 5.0 stars.  EAN bar code 9555050301115."
1612,1612,1612,1861.0,https://www.theramenrater.com/2015/12/12/1861-conimex-oriental-noodles-groene-curry/,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,,"Finished (click to enlarge). Added fried garlic. The noodles hydrated well enough; they were a little on the al dente side though. The broth was anything but green curry. It was like a green colored corn chowder. It’s wasn’t bad really, it’s just… Well, if you went to the store and bought spicy chicken noodles and got sweet seafood flavor, it would be a bit vexing. This isn’t curry by any stretch of the imagination. 0.5 out of 5.0 stars. EAN bar code 8711200585106>."
1613,1613,1613,1860.0,https://www.theramenrater.com/2015/12/11/1860-nissin-cup-noodle-paste-style-vongole/,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,,Finished (click to enlarge). The noodles hydrated very well and have a spaghetti like character to them. They’re round and a skosh thicker than standard gauge instant noodles. The flavor is a butter and clam affair with little pepper rings abounding. Little clam pieces hydrated well. 2.75 out of 5.0 stars. JAN bar code 4902105232200.
1614,1614,1614,1859.0,https://www.theramenrater.com/2015/12/10/1859-mama-instant-noodles-chicken-green-curry-flavour/,Mama,Instant Noodles chicken Green Curry Flavour,Pack,Cambodia,5,,Finished (click to enlarge). Added leftover tofu and vegetables from some Thai food we had with my wife’s Aunt Cindy and Uncle Joe last night. The noodles came out nicely – thinner than your standard instant with a nice body. The broth is really great – a little spicy and a great green curry flavor! Excellent stuff! 5.0 out of 5.0 stars. 8850987144370.
1615,1615,1615,1858.0,https://www.theramenrater.com/2015/12/09/1858-myojo-wantan-men/,Myojo,Wantan Men,Bowl,Japan,5,,"Finished (click to enlarge). The noodles came out nice – very good chew and soft nature. The broth is just about the best chicken flavors broth I’ve had yet – strong and salty with a nice surface tension to it – if my 3 month old boy could, I’d let him try it to kick the cold he’s got! The best part was the little wantons floating around, which appear to have dehydrated chicken inside them – and they’re really good. 5.0 out of 5.0 stars. JAN bar code 4902881425544."
1616,1616,1616,1857.0,https://www.theramenrater.com/2015/12/08/1857-iburamen-bento-shallot-teriyaki/,IbuRamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,United States,3.25,,"Finished (click to enlarge). Microwaving instructions were used and worked well; the noodles came out quite nicely. They have a decent gauge and good chew. The flavor is a little different; it says shallot teriyaki on the package and has a kind of teriyaki flavor, but also a kind of corn meal taste to it which I truly did not expect. Sombreros and teriyaki don’t seem a logical fit. The fried shallot was a very nice touch though – good crunchiness and quantity. Altogether, it kind of reminded me of a basic mi goreng, just a little off. 3.25 out of 5.0 stars. UPC bar code 850248004120."
1617,1617,1617,1856.0,https://www.theramenrater.com/2015/12/07/1856-indomie-cup-mi-goreng/,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,,"Finished (click to enlarge). Added BonCabe Level 10 seasining, fried egg and coriander. The noodles are your standard Indomie fare – light on the chew, standard instant gauge. But the oil, sweet soy sauce, chilli sauce and onions (oh yeah the dry seasoning too) all come together masterfully. It’s like a sweet, salty, spicy hint of crunchy broth-free symphony. Loved this stuff in a pack for years, Love it in a cup too. 5.0 out of 5.0 stars. UPC bar code 089686180657."
1618,1618,1618,1855.0,https://www.theramenrater.com/2015/12/06/1855-daraz-negi-man-ramen/,Daraz,Negi Man Ramen,Pack,Japan,3,,Finished (click to enlarge). The noodles are of a round shape with a slightly thicker than your average instant kind of gauge. The had that nice kind of ‘floury’ taste when chewed. The broth was just plain leek. Super strong too. I should say it was a shio-leek/negi extravaganza of sorts. A little salty for my preference though. 3.0 out of 5.0 stars. JAN bar code 4573217010019.
1619,1619,1619,1854.0,https://www.theramenrater.com/2015/12/05/1854-mama-chinese-kitchen-chinese-style-instant-noodles/,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,,"Finished (click to enlarge). Added Salad Cosmo mung bean sprouts, white onion, Chinese sausage and spring onion. The noodles have a standard gauge and reasonable chew to them. The broth is interesting; it’s oily and has a little heat. The flavor is kind of a slightly salted herb kind of thing; like a different bah kut teh perhaps. 3.25 out of 5.0 stars. EAN bar code 9510613801136."
1620,1620,1620,1853.0,https://www.theramenrater.com/2015/12/04/1853-bonasia-shrimp-flavour/,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,,"Finished (click to enlarge). Added coriander, shrimp and lime. The noodles are light on the chew and thin as well as flat. Reminiscent of cup varietals. The broth is definitely a tom yum style – a bright lemongrass, a decent level of spice and a mellow shrimp taste. 3.5 out of 5.0 stars. EAN bar code 4316734068381."
1621,1621,1621,1852.0,https://www.theramenrater.com/2015/12/03/1852-myojo-udon-hotnspicy/,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor,Bowl,United States,3.25,,Finished (click to enlarge). Added Salad Cosmo mung bean sprouts and ito togarashi (thanks to laalonde for noting the misspelling) (pepper strands). A three minute spin in the microwave definitely worked for this one. The udon was just right – piping hot and a nice light chew. The broth was indeed hot and spicy – decently so. Lots of seaweed floating everywhere – almost to the point of overkill. 3.25 out of 5.0 stars. UPC bar code 011152257709.
1622,1622,1622,1851.0,https://www.theramenrater.com/2015/12/02/1851-fujiwara-snow-crab-flavor-shio-ramen/,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,,Finished (click to enlarge). Added spring onion and crab claw fish cake. The noodles were round in shape. They had a good backbone and nice chew. The broth had a bit of crab flavor and a decent shio taste – oily and buttery and a nice salt flavor. 3.5 out of 5.0 stars. JAN bar code 4976651071057.
1623,1623,1623,1850.0,https://www.theramenrater.com/2015/12/01/1850-nissin-raoh-umami-miso/,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,United States,4.5,,"Finished (click to enlarge). Added corn, kizami shoga, spring onion, Salad Cosmo mung bean sprouts and chashu pork. The noodles are indeed quite nice. They have a good firmness and chew. The is really where it’s at though – a deep and rich miso flavor. 4.5 out of 5.0 stars. UPC bar code 070662500026."
1624,1624,1624,1849.0,https://www.theramenrater.com/2015/11/30/1849-pama-rice-vermicelli-clear-soup/,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,"Finished (click to enlarge). Added Chinese sausage, Salad Cosmo mung bean sprouts, lime, cili padi, egg and coriander. The vermicelli hydrated well – fine strands and good quantity (I recommend cutting them with kitchen scissors to make them easier to navigate). The broth has a salty, garlic and hint of sweet character to it. 3.5 out of 5.0 stars. EAN bar code 9557128101511."
1625,1625,1625,1848.0,https://www.theramenrater.com/2015/11/29/1848-mykuali-tom-yum-new/,MyKuali,Penang Red tom Yum Goong Noodle (New Version),Pack,Malaysia,5,,"Finished (click to enlarge). Added shrimp, Salad Cosmo mung bean sprouts, coriander and lime. The noodles came out perfect as always – good thickness and chew. The broth is a deep celebration of tom yum – it’s almost identical to what I tried in Langkawi. A bite of heat, and a cascade of lemongrass, shrimp and other flavors enthrall the tastebuds like no other. Just fantastic stuff! 5.0 out of 5.0 stars. EAN bar code 9555655005234."
1626,1626,1626,1847.0,https://www.theramenrater.com/2015/11/29/1847-conimex-hot-spicy/,Conimex,Oriental Noodles Hot & Spicy,Pack,Netherlands,3,,"Finished (click to enlarge). Added baked salt and pepper chicken and ito toughrasi (pepper strands). The noodles were thin and light. They sucked almost all of the broth, which ended up as kind of a sauce at the end. The flavor was interesting; almost like a slightly sweet lemon along with a little bit of spiciness. The vegetables hydrated well enough. 3.0 out of 5.0 stars. EAN bar code 8711200584970."
1627,1627,1627,1846.0,https://www.theramenrater.com/2015/11/28/1846-nissin-chow-mein-roast-chicken/,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ,Tray,United States,4.5,,Finished (click to enlarge). Added baked chicken seasoned with salt and pepper. The noodles came out really well; soft and definitely comfort-food textured. The flavor was a strong salty chicken and had an oiliness to it which really did give it the flavor of roast chicken – kind of like rotisserie chicken. Best chicken flavor noodle I’ve had in a ages! Very impressed with this one! 4.5 out of 5.0 stars. UPC bar code 070662088210.
